"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-02","0.00","0.0","0.0",,"74","55"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-03","0.00","0.0","0.0",,"74","52"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-04","0.00","0.0","0.0",,"79","63"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-05","0.00","0.0","0.0",,"80","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-06","0.00","0.0","0.0",,"82","64"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-07","0.00","0.0","0.0",,"84","64"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-08","0.00","0.0","0.0",,"85","66"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-09","0.00","0.0","0.0",,"75","55"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-10","0.00","0.0","0.0",,"74","51"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-11","0.00","0.0","0.0",,"78","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-12","0.00","0.0","0.0",,"81","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-13","0.05","0.0","0.0",,"83","70"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-14","0.09","0.0","0.0",,"82","66"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-15","0.00","0.0","0.0",,"82","70"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-16","0.00","0.0","0.0",,"87","67"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-17","0.00","0.0","0.0",,"81","64"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-18","0.36","0.0","0.0",,"80","61"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-19","0.01","0.0","0.0",,"82","62"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-20","0.11","0.0","0.0",,"85","70"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-21","0.00","0.0","0.0",,"84","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-22","0.01","0.0","0.0",,"83","66"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-23","0.00","0.0","0.0",,"75","58"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-24","0.00","0.0","0.0",,"79","49"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-25","0.00","0.0","0.0",,"80","55"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-26","0.00","0.0","0.0",,"80","58"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-27","0.00","0.0","0.0",,"83","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-28","0.00","0.0","0.0",,"85","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-29","0.00","0.0","0.0",,"89","65"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-30","0.00","0.0","0.0",,"78","50"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-03-31","0.00","0.0","0.0",,"73","44"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-01","0.00","0.0","0.0",,"76","53"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-02","0.00","0.0","0.0",,"80","60"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-03","0.00","0.0","0.0",,"81","70"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-04","0.00","0.0","0.0",,"83","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-05","2.36","0.0","0.0",,"84","67"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-06","0.02","0.0","0.0",,"68","47"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-07","0.00","0.0","0.0",,"70","42"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-08","0.00","0.0","0.0",,"73","50"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-09","0.00","0.0","0.0",,"76","55"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-10","0.00","0.0","0.0",,"80","59"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-11","0.00","0.0","0.0",,"80","64"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-12","0.00","0.0","0.0",,"84","63"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-13","0.00","0.0","0.0",,"83","59"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-14","0.00","0.0","0.0",,"83","57"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-15","0.00","0.0","0.0",,"75","51"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-16","0.00","0.0","0.0",,"74","49"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-17","0.00","0.0","0.0",,"77","59"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-18","0.00","0.0","0.0",,"80","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-19","0.00","0.0","0.0",,"83","65"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-20","0.00","0.0","0.0",,"84","63"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-21","0.00","0.0","0.0",,"81","63"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-22","0.00","0.0","0.0",,"77","61"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-23","0.00","0.0","0.0",,"79","59"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-24","0.00","0.0","0.0",,"79","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-25","0.19","0.0","0.0",,"81","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-26","0.00","0.0","0.0",,"85","67"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-27","0.00","0.0","0.0",,"87","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-28","0.00","0.0","0.0",,"85","65"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-29","0.00","0.0","0.0",,"83","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-04-30","0.00","0.0","0.0",,"85","65"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-01","0.00","0.0","0.0",,"85","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-02","0.00","0.0","0.0",,"85","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-03","0.00","0.0","0.0",,"85","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-04","0.00","0.0","0.0",,"87","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-05","0.00","0.0","0.0",,"86","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-06","0.00","0.0","0.0",,"86","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-07","0.03","0.0","0.0",,"85","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-08","0.00","0.0","0.0",,"86","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-09","0.00","0.0","0.0",,"86","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-10","0.00","0.0","0.0",,"85","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-11","0.00","0.0","0.0",,"85","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-12","0.00","0.0","0.0",,"85","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-13","0.00","0.0","0.0",,"83","67"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-14","0.00","0.0","0.0",,"85","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-15","0.00","0.0","0.0",,"89","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-16","0.66","0.0","0.0",,"86","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-17","0.40","0.0","0.0",,"83","67"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-18","0.00","0.0","0.0",,"84","62"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-19","0.00","0.0","0.0",,"86","65"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-20","0.00","0.0","0.0",,"85","66"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-21","0.00","0.0","0.0",,"87","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-22","0.04","0.0","0.0",,"84","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-23","0.16","0.0","0.0",,"84","70"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-24","1.33","0.0","0.0",,"86","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-25","0.18","0.0","0.0",,"85","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-26","0.00","0.0","0.0",,"86","65"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-27","0.00","0.0","0.0",,"91","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-28","0.00","0.0","0.0",,"86","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-29","0.00","0.0","0.0",,"87","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-30","0.02","0.0","0.0",,"86","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-05-31","0.45","0.0","0.0",,"87","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-01","1.68","0.0","0.0",,"89","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-02","0.00","0.0","0.0",,"89","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-03","0.00","0.0","0.0",,"87","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-04","0.00","0.0","0.0",,"88","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-05","0.87","0.0","0.0",,"88","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-06","0.00","0.0","0.0",,"88","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-07","0.66","0.0","0.0",,"88","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-08","0.00","0.0","0.0",,"88","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-09","0.00","0.0","0.0",,"86","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-10","0.00","0.0","0.0",,"87","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-11","0.00","0.0","0.0",,"89","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-12","0.00","0.0","0.0",,"89","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-13","0.00","0.0","0.0",,"89","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-14","0.00","0.0","0.0",,"87","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-15","0.00","0.0","0.0",,"87","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-16","0.00","0.0","0.0",,"88","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-17","0.04","0.0","0.0",,"90","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-18","0.01","0.0","0.0",,"91","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-19","0.00","0.0","0.0",,"92","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-20","0.02","0.0","0.0",,"90","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-21","0.12","0.0","0.0",,"90","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-22","0.00","0.0","0.0",,"90","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-23","0.00","0.0","0.0",,"91","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-24","0.00","0.0","0.0",,"91","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-25","0.00","0.0","0.0",,"91","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-26","0.00","0.0","0.0",,"91","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-27","0.03","0.0","0.0",,"93","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-28","0.39","0.0","0.0",,"92","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-29","0.00","0.0","0.0",,"92","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-06-30","0.00","0.0","0.0",,"90","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-01","0.11","0.0","0.0",,"90","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-02","1.53","0.0","0.0",,"86","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-03","0.05","0.0","0.0",,"87","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-04","0.37","0.0","0.0",,"85","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-05","0.00","0.0","0.0",,"88","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-06","0.34","0.0","0.0",,"90","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-07","0.33","0.0","0.0",,"88","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-08","0.04","0.0","0.0",,"88","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-09","1.52","0.0","0.0",,"84","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-10","0.72","0.0","0.0",,"88","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-11","0.00","0.0","0.0",,"88","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-12","0.08","0.0","0.0",,"88","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-13","0.03","0.0","0.0",,"88","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-14","0.00","0.0","0.0",,"88","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-15","1.50","0.0","0.0",,"86","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-16","0.12","0.0","0.0",,"89","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-17","0.10","0.0","0.0",,"90","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-18","0.00","0.0","0.0",,"89","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-19","0.00","0.0","0.0",,"90","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-20","0.00","0.0","0.0",,"90","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-21","0.30","0.0","0.0",,"87","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-22","0.53","0.0","0.0",,"87","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-23","0.29","0.0","0.0",,"88","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-24","0.03","0.0","0.0",,"89","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-25","0.00","0.0","0.0",,"89","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-26","0.00","0.0","0.0",,"88","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-27","0.00","0.0","0.0",,"89","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-28","0.00","0.0","0.0",,"90","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-29","0.00","0.0","0.0",,"91","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-30","0.00","0.0","0.0",,"90","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-07-31","0.00","0.0","0.0",,"94","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-01","0.00","0.0","0.0",,"92","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-02","0.02","0.0","0.0",,"90","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-03","0.70","0.0","0.0",,"92","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-04","0.03","0.0","0.0",,"90","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-05","0.00","0.0","0.0",,"91","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-06","0.00","0.0","0.0",,"93","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-07","0.00","0.0","0.0",,"90","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-08","2.08","0.0","0.0",,"83","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-09","0.84","0.0","0.0",,"83","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-10","0.00","0.0","0.0",,"90","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-11","0.00","0.0","0.0",,"89","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-12","0.00","0.0","0.0",,"88","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-13","0.97","0.0","0.0",,"86","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-14","0.00","0.0","0.0",,"90","71"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-15","0.00","0.0","0.0",,"91","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-16","0.00","0.0","0.0",,"90","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-17","0.00","0.0","0.0",,"89","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-18","0.00","0.0","0.0",,"91","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-19","0.00","0.0","0.0",,"92","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-20","0.00","0.0","0.0",,"92","73"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-21","0.00","0.0","0.0",,"91","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-22","0.04","0.0","0.0",,"91","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-23","0.63","0.0","0.0",,"91","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-24","0.18","0.0","0.0",,"90","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-25","0.08","0.0","0.0",,"89","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-26","2.34","0.0","0.0",,"83","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1950-08-27","0.66","0.0","0.0",,"83","74"
